Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Last Name,Segment,City Type,Region,State,Postal Code,Category,Sub-Category,Sales,Quantity,Discount,Profit
ORD-001954,30-10-2019,01-11-2019,First Class,CUST-00108,Reyansh,Bose,Consumer,Tier 1,North,Rajasthan,871388.0,Furniture,Furnishings,32884.83,4.0,0.0,5631.22
ORD-001955,09-08-2020,14-08-2020,Second Class,CUST-00515,Sai,Rao,Corporate,Tier 1,East,West Bengal,297071.0,Clothing,Womenswear,5232.59,5.0,0.1,1019.9
ORD-001956,12-03-2020,19-03-2020,Same Day,CUST-00539,Isha,Chatterjee,SMB,Tier 1,South,Telangana,812639.0,Grocery,Staples,811.36,3.0,0.3,189.53
ORD-001957,01-11-2022,02-11-2022,Standard Class,CUST-00324,Meera,Sharma,Corporate,Tier 2,North,Delhi,723688.0,Grocery,Household,1229.4,5.0,0.15,102.37
ORD-001958,08-07-2021,13-07-2021,Same Day,CUST-00408,Krishna,Iyer,Corporate,Tier 1,North,Delhi,228808.0,Clothing,Womenswear,1275.76,1.0,0.15,226.83
ORD-001959,14-10-2022,16-10-2022,Second Class,CUST-00139,Priya,Nair,SMB,Tier 2,North,Punjab,669530.0,Grocery,Household,641.45,1.0,0.2,75.96
ORD-001960,17-04-2022,23-04-2022,Same Day,CUST-00191,Ishaan,Menon,Corporate,Tier 1,West,Goa,187126.0,Grocery,Household,717.06,1.0,0.0,126.16
ORD-001961,17-11-2019,23-11-2019,Second Class,CUST-00580,Krishna,Sharma,Corporate,Tier 2,West,Goa,899727.0,Grocery,Staples,432.22,2.0,0.2,30.84
ORD-001962,02-03-2020,07-03-2020,Same Day,CUST-00406,Ananya,Bose,SMB,Tier 2,North,Rajasthan,732691.0,Clothing,Menswear,1672.07,1.0,0.15,273.37
ORD-001963,16-07-2019,19-07-2019,Standard Class,CUST-00169,Reyansh,Iyer,Consumer,Tier 1,North,Uttar Pradesh,163890.0,Furniture,Tables,8840.04,1.0,0.15,1795.9
ORD-001964,07-07-2022,08-07-2022,First Class,CUST-00330,Aditya,Joshi,Consumer,Tier 2,South,Karnataka,360396.0,Electronics,Laptops,50389.1,4.0,0.0,7679.08
ORD-001965,20-11-2020,27-11-2020,Same Day,CUST-00595,Vihaan,Sharma,Corporate,Tier 2,South,Telangana,615946.0,Furniture,Tables,35123.71,5.0,0.15,3872.67
ORD-001966,2023/08/14,17-08-2023,Standard Class,CUST-00024,Myra,Patel,Corporate,Tier 1,South,Andhra Pradesh,497666.0,Clothing,Menswear,5652.9,3.0,0.3,358.79
ORD-001967,24-12-2023,29-12-2023,Standard Class,CUST-00068,Diya,Chatterjee,SMB,Tier 2,South,Telangana,496570.0,Furniture,Furnishings,8844.82,2.0,0.05,2585.12
ORD-001968,23-11-2023,25-11-2023,Standard Class,CUST-00241,Kavya,Sharma,Consumer,Tier 1,West,Gujarat,664071.0,Furniture,Storage,31949.76,4.0,0.1,4150.07
ORD-001969,27-10-2020,29-10-2020,Standard Class,CUST-00276,Ishaan,Gupta,Consumer,Tier 2,North,Rajasthan,295271.0,Furniture,Furnishings,32991.13,4.0,0.15,6703.02
ORD-001970,02-05-2023,07-05-2023,Standard Class,CUST-00296,Aadhya,Menon,SMB,Tier 2,South,Telangana,776354.0,Grocery,Snacks,1158.08,3.0,0.0,204.92
ORD-001971,28-04-2023,03-05-2023,Same Day,CUST-00107,Priya,Nair,SMB,Tier 1,South,Telangana,103960.0,Grocery,Snacks,935.96,2.0,0.0,106.64
ORD-001972,21-03-2022,22-03-2022,Standard Class,CUST-00476,Priya,Iyer,Consumer,Village,South,Andhra Pradesh,610447.0,Clothing,Footwear,3184.22,3.0,0.0,270.4
ORD-001973,15-03-2021,16-03-2021,Second Class,CUST-00218,Aarav,Mukherjee,SMB,Tier 1,North,Delhi,194817.0,Grocery,Snacks,502.02,3.0,0.2,87.15
ORD-001974,24-11-2023,26-11-2023,Same Day,CUST-00487,Vihaan,Bose,Corporate,Tier 2,South,Tamil Nadu,607160.0,Furniture,Storage,40712.12,5.0,0.5,3937.48
ORD-001975,24-09-2021,30-09-2021,Second Class,CUST-00374,Saanvi,Iyer,Corporate,Tier 1,North,Uttar Pradesh,184011.0,Grocery,Beverages,1158.62,3.0,0.1,275.2
ORD-001976,24-12-2021,31-12-2021,Same Day,CUST-00550,Rohan,Joshi,Corporate,Tier 1,West,Gujarat,524032.0,Grocery,Beverages,1114.72,2.0,0.0,321.4
ORD-001977,27-08-2022,30-08-2022,Second Class,CUST-00399,Sai,Sharma,Consumer,Tier 2,West,Madhya Pradesh,450275.0,Electronics,Mobiles,34822.55,4.0,0.5,3720.79
ORD-001978,04-01-2022,11-01-2022,Second Class,CUST-00569,Priya,Bose,Corporate,Tier 2,North,Haryana,378496.0,Grocery,Beverages,633.25,3.0,0.3,153.78
ORD-001979,06-07-2021,10-07-2021,Same Day,CUST-00436,Ananya,Menon,SMB,Tier 1,North,Uttar Pradesh,699533.0,Grocery,Beverages,910.8,2.0,0.0,260.21
ORD-001980,15-10-2019,21-10-2019,Same Day,CUST-00069,Saanvi,Sharma,Corporate,Tier 2,North,Punjab,456009.0,Electronics,Mobiles,82361.34,5.0,0.05,18593.34
ORD-001981,19-11-2022,23-11-2022,Standard Class,CUST-00593,Aditya,Nair,Corporate,Tier 2,West,Madhya Pradesh,285297.0,Clothing,Footwear,7081.41,4.0,0.05,1357.88
ORD-001982,01-06-2019,08-06-2019,Second Class,CUST-00333,Aadhya,Mukherjee,Corporate,Village,North,Delhi,156006.0,Furniture,Furnishings,31071.6,5.0,0.05,6842.45
ORD-001983,30-12-2023,04-01-2024,Second Class,CUST-00242,Ananya,Bose,Consumer,Tier 1,West,Madhya Pradesh,521563.0,Clothing,Menswear,1629.62,1.0,0.15,283.71
ORD-001984,25-05-2023,31-05-2023,Standard Class,CUST-00333,Aadhya,Mukherjee,Corporate,Village,North,Delhi,676891.0,Clothing,Footwear,2171.93,2.0,0.0,433.73
ORD-001985,17-09-2021,22-09-2021,First Class,CUST-00418,Kavya,Nair,SMB,Tier 1,North,Haryana,235122.0,Furniture,Storage,18070.62,3.0,0.1,3050.65
ORD-001986,22-01-2021,26-01-2021,Standard Class,CUST-00269,Arjun,Joshi,SMB,Tier 2,North,Punjab,418250.0,Grocery,Staples,1230.35,4.0,0.0,149.84
ORD-001987,21-06-2019,25-06-2019,Same Day,CUST-00315,Diya,Iyer,Corporate,Tier 2,North,Delhi,493252.0,Clothing,Menswear,4540.06,5.0,0.2,290.93
ORD-001988,16-02-2023,21-02-2023,Same Day,CUST-00436,Ananya,Menon,SMB,Tier 1,North,Uttar Pradesh,407584.0,Grocery,Staples,406.42,2.0,0.5,9.46
ORD-001989,15-10-2022,19-10-2022,Second Class,CUST-00301,Kavya,Menon,Consumer,Tier 1,North,Rajasthan,679957.0,Electronics,Laptops,51283.69,3.0,0.3,4544.78
ORD-001990,21-10-2022,28-10-2022,First Class,CUST-00393,Vihaan,Patel,Consumer,Tier 1,West,Gujarat,125030.0,Grocery,Beverages,2161.85,5.0,0.1,284.87
ORD-001991,13-04-2021,15-04-2021,Same Day,CUST-00067,Aadhya,Patel,Consumer,Village,West,Maharashtra,184152.0,Grocery,Beverages,2539.52,5.0,0.3,220.77
ORD-001992,20-12-2020,24-12-2020,First Class,CUST-00102,Diya,Singh,Corporate,Tier 2,East,Bihar,639287.0,Clothing,Footwear,883.98,1.0,0.1,104.33
ORD-001993,22-04-2021,26-04-2021,First Class,CUST-00117,Isha,Nair,SMB,Village,West,Maharashtra,715762.0,Electronics,Cameras,22563.7,2.0,0.3,2658.24
ORD-001994,21-10-2020,27-10-2020,Same Day,CUST-00319,Anika,Joshi,Consumer,Tier 1,West,Goa,388232.0,Electronics,Cameras,58077.87,5.0,0.15,7274.82
ORD-001995,12-08-2021,17-08-2021,Same Day,CUST-00511,Myra,Mukherjee,SMB,Village,South,Andhra Pradesh,190279.0,Grocery,Household,527.62,1.0,0.15,137.28
ORD-001996,17-05-2020,18-05-2020,Standard Class,CUST-00568,Arjun,Singh,SMB,Tier 2,North,Punjab,130736.0,Grocery,Household,2783.67,4.0,0.0,713.98
ORD-001997,21-08-2021,26-08-2021,Standard Class,CUST-00071,Kavya,Joshi,SMB,Tier 1,East,Odisha,838399.0,Electronics,Accessories,14152.47,1.0,0.1,468.65
ORD-001998,25-09-2023,27-09-2023,Same Day,CUST-00128,Vihaan,Verma,SMB,Tier 2,East,Jharkhand,759688.0,Clothing,Menswear,1498.27,1.0,0.1,301.15
ORD-001999,2023/06/08,12-06-2023,First Class,CUST-00564,Ananya,Joshi,SMB,Tier 1,North,Uttar Pradesh,,Electronics,Accessories,18490.25,1.0,0.05,1878.58
ORD-002000,05-05-2022,06-05-2022,Same Day,CUST-00490,Myra,Rao,SMB,Tier 1,South,Andhra Pradesh,560602.0,Furniture,Furnishings,2699.47,1.0,0.15,433.14
ORD-002001,10-08-2020,14-08-2020,Second Class,CUST-00503,Sai,Bose,Consumer,Tier 1,West,Goa,466726.0,Clothing,Womenswear,1295.15,3.0,0.3,299.02
ORD-002002,16-08-2020,22-08-2020,Standard Class,CUST-00366,Vihaan,Chatterjee,SMB,Tier 1,North,Haryana,167930.0,Electronics,Mobiles,49774.66,5.0,0.15,8267.61
ORD-002003,23-01-2020,30-01-2020,Second Class,CUST-00501,Vivaan,Rao,Consumer,Tier 2,North,Delhi,601897.0,Clothing,Menswear,2502.9,2.0,0.0,24.21
ORD-002004,27-07-2020,29-07-2020,Standard Class,CUST-00476,Priya,Iyer,Consumer,Village,South,Andhra Pradesh,534289.0,Furniture,Chairs,22907.72,3.0,0.0,5448.41
ORD-002005,21-08-2019,28-08-2019,Same Day,CUST-00557,Ishaan,Reddy,Corporate,Village,West,Goa,427111.0,Furniture,Tables,7127.65,2.0,0.0,65.1
ORD-002006,28-05-2019,29-05-2019,First Class,CUST-00223,Rohan,Iyer,SMB,Tier 1,West,Madhya Pradesh,777158.0,Grocery,Household,1016.47,2.0,0.15,156.16
ORD-002007,15-12-2022,21-12-2022,Standard Class,CUST-00511,Myra,Mukherjee,SMB,Village,South,Andhra Pradesh,777368.0,Furniture,Chairs,11440.43,2.0,0.15,2276.31
ORD-002008,19-08-2023,22-08-2023,Second Class,CUST-00072,Ishaan,Joshi,Corporate,Village,North,Uttar Pradesh,845745.0,Grocery,Staples,636.36,1.0,0.15,50.61
ORD-002009,31-05-2020,03-06-2020,Standard Class,CUST-00186,Aarav,Reddy,SMB,Tier 1,East,West Bengal,772385.0,Grocery,Household,940.57,2.0,0.5,54.66
ORD-002010,08-05-2020,14-05-2020,Standard Class,CUST-00506,Meera,Sharma,Consumer,Tier 2,East,Jharkhand,734152.0,Furniture,Storage,18404.53,4.0,0.15,4245.13
ORD-002011,27-04-2020,30-04-2020,Second Class,CUST-00315,Diya,Iyer,Corporate,Tier 2,North,Delhi,477746.0,Clothing,Womenswear,3658.19,3.0,0.0,636.28
ORD-002012,03-07-2021,09-07-2021,First Class,CUST-00380,Anika,Mukherjee,Corporate,Tier 1,North,Punjab,273888.0,Grocery,Staples,1350.45,2.0,0.05,259.21
ORD-002013,15-06-2020,17-06-2020,Standard Class,CUST-00283,Diya,Sharma,SMB,Tier 2,South,Karnataka,827613.0,Grocery,Staples,1406.27,5.0,0.3,170.79
ORD-002014,22-05-2023,26-05-2023,Second Class,CUST-00024,Myra,Patel,Corporate,Tier 1,South,Andhra Pradesh,475598.0,Electronics,Laptops,46459.43,4.0,0.2,8307.21
ORD-002015,12-01-2022,19-01-2022,First Class,CUST-00490,Myra,Rao,SMB,Tier 1,South,Andhra Pradesh,404114.0,Grocery,Household,1672.68,4.0,0.0,337.09
ORD-002016,29-08-2021,02-09-2021,Standard Class,CUST-00570,Vivaan,Mukherjee,Corporate,Tier 2,South,Karnataka,532240.0,Grocery,Snacks,1428.46,3.0,0.3,122.96
ORD-002017,15-01-2022,19-01-2022,Same Day,CUST-00413,Krishna,Iyer,SMB,Tier 2,North,Delhi,276228.0,Furniture,Furnishings,37747.82,5.0,0.1,10740.08
ORD-002018,16-01-2021,23-01-2021,Standard Class,CUST-00367,Isha,Patel,Corporate,Village,South,Andhra Pradesh,220727.0,Clothing,Menswear,1582.5,2.0,0.2,120.45
ORD-002019,17-04-2023,23-04-2023,Standard Class,CUST-00122,Aarav,Mukherjee,Corporate,Tier 1,West,Madhya Pradesh,440341.0,Clothing,Womenswear,1537.73,2.0,0.05,319.77
ORD-002020,25-05-2021,30-05-2021,Same Day,CUST-00329,Vihaan,Singh,Consumer,Village,West,Gujarat,814595.0,Grocery,Beverages,906.78,2.0,0.5,128.18
ORD-002021,13-11-2020,19-11-2020,Same Day,CUST-00490,Myra,Rao,SMB,Tier 1,South,Andhra Pradesh,676562.0,Electronics,Laptops,39387.59,2.0,0.1,4978.57
ORD-002022,04-10-2020,07-10-2020,Same Day,CUST-00186,Aarav,Reddy,SMB,Tier 1,East,West Bengal,491626.0,Furniture,Chairs,25004.69,3.0,0.0,3392.25
ORD-002023,11-07-2021,18-07-2021,Same Day,CUST-00596,Arjun,Patel,Consumer,Tier 1,East,Bihar,508965.0,Clothing,Menswear,1038.76,1.0,0.3,85.26
ORD-002024,03-11-2019,07-11-2019,Same Day,CUST-00284,Myra,Sharma,SMB,Tier 1,East,Jharkhand,451427.0,Clothing,Footwear,1680.44,1.0,0.5,121.6
ORD-002025,10-02-2020,11-02-2020,Second Class,CUST-00554,Aadhya,Mukherjee,Corporate,Tier 1,East,Bihar,561682.0,Clothing,Menswear,6879.75,4.0,0.2,496.64
ORD-002026,29-06-2019,30-06-2019,Second Class,CUST-00576,Sai,Reddy,Corporate,Tier 2,East,Odisha,227585.0,Electronics,Cameras,49286.49,3.0,0.0,4595.3
ORD-002027,25-02-2022,04-03-2022,Standard Class,CUST-00084,Aditya,Verma,Consumer,Tier 1,South,Andhra Pradesh,687080.0,Electronics,Mobiles,13270.21,1.0,0.2,3733.96
ORD-002028,27-10-2020,28-10-2020,Same Day,CUST-00362,Reyansh,Verma,Corporate,Tier 1,West,Madhya Pradesh,593097.0,Clothing,Menswear,2402.45,5.0,0.15,284.73
ORD-002029,22-05-2019,26-05-2019,Same Day,CUST-00365,Rohan,Verma,Corporate,Tier 1,South,Tamil Nadu,839426.0,Electronics,Cameras,29171.97,5.0,0.15,8799.77
ORD-002030,16-08-2022,19-08-2022,First Class,CUST-00464,Aarav,Joshi,Corporate,Tier 1,East,Jharkhand,847666.0,Electronics,Mobiles,10724.63,1.0,0.2,173.97
ORD-002031,18-06-2019,25-06-2019,Standard Class,CUST-00260,Isha,Joshi,Consumer,Tier 1,North,Punjab,306391.0,Grocery,Snacks,1487.62,4.0,0.2,217.85
ORD-002032,04-04-2021,11-04-2021,Same Day,CUST-00379,Diya,Chatterjee,SMB,Tier 1,South,Andhra Pradesh,520737.0,Furniture,Chairs,34887.4,5.0,0.0,4298.94
ORD-002033,26-08-2022,31-08-2022,First Class,CUST-00569,Priya,Bose,Corporate,Tier 2,North,Haryana,428829.0,Furniture,Furnishings,16483.49,3.0,0.15,1803.98
ORD-002034,02-06-2020,08-06-2020,Same Day,CUST-00222,Diya,Singh,Consumer,Tier 2,South,Andhra Pradesh,123040.0,Clothing,Kidswear,2557.0,3.0,0.5,198.72
ORD-002035,11-11-2022,12-11-2022,Same Day,CUST-00591,Aarav,Joshi,SMB,Tier 1,East,Jharkhand,813193.0,Grocery,Beverages,752.25,2.0,0.0,224.62
ORD-002036,02-07-2021,08-07-2021,Standard Class,CUST-00593,Aditya,Nair,Corporate,Tier 2,West,Madhya Pradesh,773600.0,Grocery,Beverages,446.2,2.0,0.3,104.57
ORD-002037,02-09-2020,04-09-2020,First Class,CUST-00266,Vihaan,Gupta,Corporate,Tier 1,East,Bihar,131888.0,Furniture,Tables,17672.55,2.0,0.05,866.92
ORD-002038,30-06-2019,07-07-2019,Standard Class,CUST-00013,Priya,Menon,Consumer,Tier 2,South,Kerala,517058.0,Grocery,Staples,1405.27,4.0,0.15,260.0
ORD-002039,21-02-2022,23-02-2022,First Class,CUST-00536,Ishaan,Patel,SMB,Tier 2,West,Madhya Pradesh,636386.0,Electronics,Mobiles,14950.88,1.0,0.5,1536.17
ORD-002040,15-05-2019,20-05-2019,First Class,CUST-00064,Krishna,Verma,Corporate,Village,East,Bihar,776635.0,Grocery,Snacks,1842.08,5.0,0.2,437.31
ORD-002041,25-05-2020,27-05-2020,Standard Class,CUST-00514,Kavya,Bose,Corporate,Tier 2,North,Punjab,602126.0,Grocery,Household,1845.01,3.0,0.1,190.51
ORD-002042,16-01-2021,19-01-2021,Second Class,CUST-00488,Priya,Verma,SMB,Tier 1,North,Delhi,392936.0,Furniture,Chairs,11453.54,3.0,0.1,2108.55
ORD-002043,23-09-2020,26-09-2020,Same Day,CUST-00271,Vihaan,Reddy,SMB,Village,East,West Bengal,557410.0,Furniture,Chairs,21908.43,4.0,0.15,3493.59
ORD-002044,30-04-2020,06-05-2020,Second Class,CUST-00239,Myra,Menon,Corporate,Tier 2,East,Jharkhand,830494.0,Clothing,Womenswear,3373.14,2.0,0.15,720.02
ORD-002045,07-04-2021,08-04-2021,Standard Class,CUST-00315,Diya,Iyer,Corporate,Tier 2,North,Delhi,480087.0,Electronics,Laptops,28136.38,2.0,0.05,5387.35
ORD-002046,23-09-2021,30-09-2021,First Class,CUST-00466,Krishna,Iyer,Consumer,Tier 2,East,Odisha,775801.0,Grocery,Household,1911.79,4.0,0.1,209.47
ORD-002047,03-01-2022,05-01-2022,Second Class,CUST-00286,Priya,Das,SMB,Tier 1,South,Tamil Nadu,198770.0,Grocery,Beverages,697.69,2.0,0.05,76.19
ORD-002048,12-05-2023,16-05-2023,Standard Class,CUST-00319,Anika,Joshi,Consumer,Tier 1,West,Goa,553748.0,Furniture,Storage,27480.02,3.0,0.0,6799.48
ORD-002049,09-11-2019,16-11-2019,Second Class,CUST-00529,Reyansh,Patel,Consumer,Village,West,Maharashtra,321456.0,Furniture,Furnishings,33972.91,5.0,0.0,6051.17
ORD-002050,15-02-2022,17-02-2022,Standard Class,CUST-00277,Saanvi,Bose,Consumer,Tier 1,North,Punjab,675820.0,Grocery,Snacks,2030.02,4.0,0.0,546.6
ORD-002051,14-09-2019,15-09-2019,Second Class,CUST-00124,Saanvi,Verma,SMB,Tier 2,West,Goa,744179.0,Electronics,Cameras,39353.99,2.0,0.5,5215.19
ORD-002052,07-06-2020,13-06-2020,First Class,CUST-00296,Aadhya,Menon,SMB,Tier 2,South,Telangana,162004.0,Electronics,Laptops,30407.28,3.0,0.0,4717.14
ORD-002053,27-01-2023,29-01-2023,Second Class,CUST-00448,Kavya,Gupta,Corporate,Tier 1,West,Maharashtra,685841.0,Furniture,Chairs,10942.13,5.0,0.1,-186.78
ORD-002054,28-02-2022,04-03-2022,First Class,CUST-00352,Rohan,Singh,Consumer,Tier 2,South,Tamil Nadu,183922.0,Electronics,Cameras,56244.73,3.0,0.15,16963.33
ORD-002055,27-01-2023,30-01-2023,Standard Class,CUST-00565,Meera,Iyer,Corporate,Village,North,Uttar Pradesh,716815.0,Grocery,Household,619.84,3.0,0.5,71.62
ORD-002056,15-05-2020,18-05-2020,Standard Class,CUST-00242,Ananya,Bose,Consumer,Tier 1,West,Madhya Pradesh,252090.0,Furniture,Furnishings,31473.32,4.0,0.05,1285.94
ORD-002057,19-09-2021,20-09-2021,Same Day,CUST-00589,Aarav,Verma,Consumer,Tier 1,North,Uttar Pradesh,182020.0,Furniture,Furnishings,28600.96,5.0,0.1,8284.34
ORD-002058,24-07-2019,27-07-2019,Second Class,CUST-00020,Diya,Chatterjee,Consumer,Tier 1,East,West Bengal,120310.0,Clothing,Footwear,1197.32,1.0,0.2,207.9
ORD-002059,07-08-2021,13-08-2021,Same Day,CUST-00189,Aadhya,Das,Corporate,Village,South,Karnataka,813909.0,Clothing,Womenswear,4085.25,5.0,0.5,451.1
ORD-002060,17-05-2022,23-05-2022,Standard Class,CUST-00547,Ananya,Iyer,Corporate,Tier 1,West,Gujarat,262643.0,Furniture,Tables,4501.92,1.0,0.05,772.08
ORD-002061,2023/11/25,01-12-2023,Standard Class,CUST-00444,Sai,Sharma,Corporate,Tier 1,East,Odisha,374864.0,Furniture,Tables,9862.27,3.0,0.1,1346.89
ORD-002062,19-10-2019,25-10-2019,First Class,CUST-00259,Aarav,Singh,Consumer,Tier 2,West,Maharashtra,623821.0,Clothing,Womenswear,1238.24,1.0,0.1,243.62
ORD-002063,15-04-2021,22-04-2021,First Class,CUST-00511,Myra,Mukherjee,SMB,Village,South,Andhra Pradesh,534386.0,Electronics,Accessories,85680.54,5.0,0.2,1343.05
ORD-002064,17-05-2022,22-05-2022,First Class,CUST-00596,Arjun,Patel,Consumer,Tier 1,East,Bihar,703398.0,Furniture,Furnishings,3041.36,1.0,0.0,737.87
ORD-002065,31-07-2019,03-08-2019,First Class,CUST-00404,Aadhya,Verma,SMB,Village,East,Jharkhand,371483.0,Clothing,Kidswear,3354.33,3.0,0.2,662.84
ORD-002066,08-06-2019,10-06-2019,Standard Class,CUST-00467,Aadhya,Mukherjee,Corporate,Village,East,Bihar,210162.0,Clothing,Footwear,1624.59,2.0,0.3,-22.66
ORD-002067,20-12-2019,25-12-2019,Standard Class,CUST-00572,Reyansh,Menon,Corporate,Tier 1,South,Andhra Pradesh,675443.0,Electronics,Accessories,14387.38,1.0,0.2,2751.46
ORD-002068,06-07-2019,10-07-2019,Same Day,CUST-00564,Ananya,Joshi,SMB,Tier 1,North,Uttar Pradesh,810166.0,Grocery,Beverages,1696.18,3.0,0.15,437.46
ORD-002069,08-09-2022,10-09-2022,Same Day,CUST-00269,Arjun,Joshi,SMB,Tier 2,North,Punjab,201979.0,Clothing,Footwear,5672.15,4.0,0.2,131.33
ORD-002070,30-05-2020,01-06-2020,Second Class,CUST-00544,Vivaan,Mukherjee,Consumer,Tier 1,North,Rajasthan,150043.0,Clothing,Womenswear,1041.31,1.0,0.3,141.92
ORD-002071,18-01-2020,22-01-2020,Second Class,CUST-00389,Ishaan,Menon,Corporate,Tier 1,North,Uttar Pradesh,771920.0,Furniture,Furnishings,22024.07,4.0,0.05,3664.02
ORD-002072,12-05-2019,18-05-2019,Standard Class,CUST-00300,Reyansh,Iyer,SMB,Tier 1,West,Madhya Pradesh,511650.0,Grocery,Beverages,1109.37,3.0,0.0,253.26
ORD-002073,12-09-2022,18-09-2022,First Class,CUST-00581,Aditya,Sharma,Corporate,Tier 1,East,Jharkhand,266365.0,Furniture,Chairs,16745.0,5.0,0.5,1646.22
ORD-002074,02-07-2019,06-07-2019,Standard Class,CUST-00277,Saanvi,Bose,Consumer,Tier 1,North,Punjab,164756.0,Grocery,Household,725.12,3.0,0.0,153.08
ORD-002075,2019/12/07,11-12-2019,Standard Class,CUST-00219,Reyansh,Iyer,Consumer,Tier 1,West,Maharashtra,272014.0,Electronics,Cameras,57554.45,4.0,0.05,17619.3
ORD-002076,22-02-2019,27-02-2019,Standard Class,CUST-00287,Krishna,Patel,SMB,Tier 2,North,Haryana,657310.0,Electronics,Accessories,47145.38,3.0,0.1,7281.82
ORD-002077,08-04-2020,09-04-2020,Second Class,CUST-00004,Rohan,Iyer,SMB,Tier 2,West,Goa,,Grocery,Household,625.14,2.0,0.2,106.23
ORD-002078,14-12-2021,17-12-2021,Standard Class,CUST-00214,Ananya,Sharma,Consumer,Tier 2,South,Telangana,186964.0,Electronics,Accessories,33239.15,2.0,0.15,8169.46
ORD-002079,10-10-2021,17-10-2021,First Class,CUST-00388,Reyansh,Sharma,Consumer,Tier 2,West,Goa,431414.0,Electronics,Accessories,67199.55,4.0,0.2,8439.35
ORD-002080,19-10-2019,25-10-2019,Standard Class,CUST-00496,Vivaan,Das,Consumer,Tier 2,East,Jharkhand,763529.0,Electronics,Laptops,80678.47,4.0,0.0,20742.75
ORD-002081,28-10-2019,31-10-2019,Second Class,CUST-00318,Meera,Bose,Consumer,Tier 2,North,Haryana,,Clothing,Kidswear,3878.49,4.0,0.15,1387.2
ORD-002082,15-08-2019,18-08-2019,Second Class,CUST-00341,Vihaan,Patel,SMB,Village,South,Karnataka,789297.0,Furniture,Chairs,20492.14,3.0,0.0,3410.86
ORD-002083,01-06-2019,08-06-2019,Second Class,CUST-00272,Anika,Chatterjee,Corporate,Tier 1,East,Bihar,484141.0,Electronics,Cameras,5794.19,1.0,0.0,1236.12
ORD-002084,09-02-2023,10-02-2023,Standard Class,CUST-00476,Priya,Iyer,Consumer,Village,South,Andhra Pradesh,577759.0,Grocery,Staples,192.78,1.0,0.15,47.92
ORD-002085,06-09-2020,11-09-2020,Standard Class,CUST-00337,Aadhya,Patel,Consumer,Tier 1,South,Telangana,436010.0,Furniture,Furnishings,17205.43,3.0,0.1,1561.61
ORD-002086,23-07-2022,28-07-2022,Second Class,CUST-00194,Diya,Singh,SMB,Tier 1,North,Haryana,527610.0,Grocery,Snacks,3221.28,5.0,0.5,280.89
ORD-002087,19-07-2021,22-07-2021,Second Class,CUST-00581,Aditya,Sharma,Corporate,Tier 1,East,Jharkhand,734728.0,Electronics,Laptops,22327.82,1.0,0.5,4488.89
ORD-002088,16-09-2022,18-09-2022,First Class,CUST-00037,Vihaan,Nair,Corporate,Tier 2,North,Uttar Pradesh,607278.0,Grocery,Snacks,533.26,1.0,0.05,110.51
ORD-002089,31-01-2021,06-02-2021,Same Day,CUST-00083,Aarav,Gupta,SMB,Tier 2,East,Jharkhand,815288.0,Furniture,Furnishings,27594.25,3.0,0.05,5904.59
ORD-002090,30-08-2021,05-09-2021,First Class,CUST-00237,Vivaan,Das,Consumer,Tier 1,North,Rajasthan,340745.0,Furniture,Chairs,24439.41,3.0,0.0,4383.61
ORD-002091,26-03-2020,02-04-2020,First Class,CUST-00227,Ananya,Patel,Corporate,Tier 1,South,Andhra Pradesh,861562.0,Furniture,Chairs,38710.48,5.0,0.05,4329.35
ORD-002092,08-06-2021,10-06-2021,Same Day,CUST-00465,Aditya,Gupta,Corporate,Tier 1,East,West Bengal,704161.0,Clothing,Womenswear,2464.61,5.0,0.2,349.33
ORD-002093,12-06-2022,15-06-2022,First Class,CUST-00210,Reyansh,Mukherjee,Consumer,Tier 1,East,Odisha,476167.0,Electronics,Cameras,34817.55,4.0,0.5,2125.69
ORD-002094,19-05-2020,25-05-2020,Second Class,CUST-00597,Ananya,Gupta,Corporate,Tier 2,South,Tamil Nadu,727214.0,Furniture,Chairs,35563.82,5.0,0.05,2998.5
ORD-002095,17-09-2023,22-09-2023,Second Class,CUST-00056,Arjun,Verma,SMB,Tier 1,West,Maharashtra,728964.0,Clothing,Menswear,7056.77,5.0,0.5,916.71
ORD-002096,08-07-2022,09-07-2022,Same Day,CUST-00586,Ishaan,Das,Consumer,Village,West,Gujarat,135513.0,Furniture,Furnishings,10112.09,1.0,0.5,695.22
ORD-002097,29-05-2021,01-06-2021,Second Class,CUST-00538,Ananya,Iyer,Corporate,Tier 1,East,Bihar,354484.0,Grocery,Beverages,1320.18,4.0,0.5,87.95
ORD-002098,30-08-2019,04-09-2019,Second Class,CUST-00271,Vihaan,Reddy,SMB,Village,East,West Bengal,896495.0,Furniture,Storage,40630.35,4.0,0.5,1509.87
ORD-002099,20-12-2022,24-12-2022,First Class,CUST-00278,Diya,Iyer,Consumer,Tier 1,West,Maharashtra,437858.0,Clothing,Footwear,4968.75,5.0,0.0,691.36
ORD-002100,07-07-2019,10-07-2019,Standard Class,CUST-00062,Vihaan,Sharma,SMB,Tier 1,North,Uttar Pradesh,129153.0,Electronics,Cameras,113347.33,5.0,0.15,24215.86
ORD-002101,2021/09/03,05-09-2021,First Class,CUST-00516,Priya,Nair,SMB,Tier 2,East,Bihar,772902.0,Electronics,Laptops,87583.33,4.0,0.3,6816.65
